code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
PUS,YBGB,Sân bay qu?c t? Gimhae,-16.966667,122.666664,19,,Australia/Perth,BEE,AU,,,,AP
ICN,MNBL,Sân bay qu?c t? Incheon,11.9910456,-83.77366038,36,,America/Managua,BEF,NI,Bluefields,Atlantico Sur,,AP
PNH,LYBE,Sân bay qu?c t? Phnom Penh,44.81827305,20.30236961,272,http://www.beg.aero/,Europe/Belgrade,BEG,RS,Surcin,Central Serbia,Belgrade,AP
REP,KBEH,Sân bay qu?c t? Siem Reap,42.127777,-86.42833,606,http://www.swmiairport.com/1201.html,America/Detroit,BEH,US,Benton Heights,Michigan,Berrien County,AP
VTE,HABE,Sân bay qu?c t? Wattay,9.39096515,34.51957774,5275,,Africa/Addis_Ababa,BEI,ET,Asosa,Binshangul Gumuz,Asosa,AP
LPQ,WAQT,Sân bay qu?c t? Luang Phrabang,2.166667,117.7,49,,Asia/Makassar,BEJ,ID,,,,AP
CGK,VIBY,Sân bay qu?c t? Soekarno-Hatta,26.216667,81.23333,364,,Asia/Kolkata,BEK,IN,Rae Bareli,Uttar Pradesh,Rae Bareli,AP
DPS,SBBE,Sân bay qu?c t? Ngurah Rai,-1.3798578,-48.4796461,19,http://www.infraero.gov.br/index.php/br/aeroportos/para/aeroporto-internacional-de-belem.html,America/Belem,BEL,BR,Belem,Para,Belem,AP
KNO,GMMD,Sân bay qu?c t? Kuala Namu,32.40255875,-6.315766147,1696,http://ww.onda.ma,Africa/Casablanca,BEM,MA,Beni Mellal,Tadla-Azilal,Beni-Mellal,AP
KUL,HLLB,Sân bay qu?c t? Kuala Lumpur,32.1011324,20.27332791,387,,Africa/Tripoli,BEN,LY,Benghazi,Banghazi,,AP
SIN,YLMQ,Sân bay Changi,-33.033333,151.66667,26,,Australia/Sydney,NTL,AU,Belmont,New South Wales,Lake Macquarie Shire,AP
CDG,VOBI,Sân bay qu?c t? Charles De Gaulle,15.16220255,76.88153286,1505,,Asia/Kolkata,BEP,IN,Bellary,Karnataka,Bellary,AP
MRS,EGXH,Sân bay Marseille Provence,52.34289805,0.770808943,180,,Europe/London,BEQ,GB,Thetford,England,Norfolk,AP
MPL,EDDB,Sân bay Montpellier,52.3976851,13.5367764,239,https://ber.berlin-airport.de/,Europe/Berlin,BER,DE,,,,AP
NCE,LFRB,Sân bay Nice,48.4428384,-4.4197626,344,,Europe/Paris,BES,FR,Guipavas,Brittany,Departement du Finistere,AP
FRA,PABE,Sân bay qu?c t? Frankfurt,60.78043015,-161.8402619,111,,America/Anchorage,BET,US,,,,AP
LON,YBIE,Sân bay London,-24.23,139.445,301,,Australia/Brisbane,BEU,AU,,,,AP
MEL,LLBS,Sân bay Melbourne,31.25,34.8,869,,Asia/Jerusalem,BEV,IL,Beersheba,Southern District,,AP
SYD,FQBR,Sân bay Sydney,-19.79742665,34.91058303,39,,Africa/Maputo,BEW,MZ,,,,AP
DRW,EGUB,Sân bay qu?c t? Darwin,51.63333,-1.083333,216,,Europe/London,BEX,GB,Benson,England,Oxfordshire,AP
AKL,OLBA,Sân bay qu?c t? Auckland,33.8180749,35.49080523,42,http://www.beirutairport.gov.lb/,Asia/Beirut,BEY,LB,Baabda,Mont-Liban,,AP
CHC,NGBR,Sân bay qu?c t? Christchurch,-1.35472,176.0070038,26,,Pacific/Tarawa,BEZ,KI,,,,AP
WLG,SGBN,Sân bay qu?c t? Wellington,-20.2311349,-58.17057022,242,,America/Asuncion,BFA,PY,,,,AP
BKK,,Sân bay qu?c t? Survanabhumi,58.183334,-152.13333,262,,America/Anchorage,BFB,US,,,,AP
HKT,YBMD,Sân bay qu?c t? Phuket,-15.8736,145.3300018,59,,Australia/Brisbane,BFC,AU,,,,AP
LOS,KBFD,Sân bay qu?c t? Los Angeles,41.802223,-78.63944,2125,,America/New_York,BFD,US,Bradford,Pennsylvania,McKean County,AP
MOW,EDLI,Sân bay qu?c t? Moscow,52.016666,8.55,351,http://www.flugplatz-bielefeld.de/,Europe/Berlin,BFE,DE,Bielefeld,North Rhine-Westphalia,Regierungsbezirk Detmold,AP
CPT,KBFF,Sân bay Cape Town,41.87685875,-103.5949185,3959,,America/Denver,BFF,US,Terrytown,Nebraska,Scotts Bluff County,AP
JNB,KU07,Sân bay OR Tambo,37.5458239,-110.713199,4150,,America/Denver,BFG,US,,,,AP
RGN,SBBI,Sân bay qu?c t? Yangon,-25.4048327,-49.23165095,2998,,America/Sao_Paulo,BFH,BR,Curitiba,Parana,Curitiba,AP
ATL,KBFI,Sân bay qu?c t? Hartsfield-,47.5371,-122.3037,36,,America/Los_Angeles,SEA,US,Boulevard Park,Washington,King County,AP
BOS,ZUBJ,Jackson Atlanta,27.300278,105.301389,4898,,Asia/Chongqing,BFJ,CN,Bijie,Guizhou Sheng,,AP
DFW,KBKF,Sân bay qu?c t? Dallas-Forth Worth,39.733334,-104.86667,5390,,America/Denver,DEN,US,Aurora,Colorado,Adams County,AP
DEN,KBFL,Sân bay qu?c t? Denver,35.4372678,-119.0592237,479,,America/Los_Angeles,BFL,US,Oildale,California,Kern County,AP
HNL,KBFM,Sân bay qu?c t? Honolulu,30.683332,-88.23333,200,,America/Chicago,MOB,US,,,,AP
LAX,FABL,Sân bay qu?c t? Los Angeles,-29.0922444,26.29668178,4425,,Africa/Johannesburg,BFN,ZA,Bloemfontein,Orange Free State,Mangaung Metropolitan Municipality,AP
MIA,FVCZ,Sân bay qu?c t? Miami,-21.009167,31.579166,1437,,Africa/Harare,BFO,ZW,,,,AP
MSP,KBVI,Sân bay qu?c t? Minneapolis,40.766666,-80.4,1187,,America/New_York,BFP,US,West Mayfield,Pennsylvania,Beaver County,AP
JFK,,Sân bay John F.Kennedy,7.583333,-78.166664,551,,America/Panama,BFQ,PA,,,,AP
PHL,KBFR,Sân bay qu?c t? Philadelphia,38.86667,-86.48333,669,,America/Indiana/Indianapolis,BFR,US,Bedford,Indiana,Lawrence County,AP
PDX,EGAA,Sân bay qu?c t? Portland,54.6616469,-6.2161746,213,http://www.belfastairport.com/,Europe/London,BFS,GB,Antrim,Northern Ireland,Antrim Borough,AP
SFO,KARW,Sân bay qu?c t? San Francisco,32.41083,-80.635,32,,America/New_York,BFT,US,Beaufort,South Carolina,Beaufort County,AP
SEA,ZSBB,Sân bay Seattle – Tacoma,32.95,117.333336,42,,Asia/Shanghai,BFU,CN,Bengbu,Anhui Sheng,,AP
STL,VTUO,Sân bay qu?c t? Lambert,15.2251616,103.2477758,679,,Asia/Bangkok,BFV,TH,Satuek,Buriram,,AP
MFM,DAOS,Sân bay qu?c t? Ma Cao,35.171665,-0.589444,1604,,Africa/Algiers,BFW,DZ,Sidi Bel Abbes,Sidi Bel Abbes,,AP
KUL,FKKU,Sân bay qu?c t? Kuala Lumpur,5.483333,10.4,4507,,Africa/Douala,BFX,CM,Bafoussam,West,,AP
PEN,,Sân bay qu?c t? Penang,33.166,117.057,77,,Asia/Shanghai,BFY,CN,,,,AP
NBO,SKBG,Sân bay qu?c t? Jomo Kenyatta,7.12665205,-73.18298397,3884,,America/Bogota,BGA,CO,Lebrija,Santander,,AP
HKG,FOGB,Sân bay qu?c t? H?ng Kông,-0.1072205,11.94279,538,,Africa/Libreville,BGB,GA,,,,AP
PRG,LPBG,Sân bay Vaclav Havel Prava,41.816666,-6.75,2011,,Europe/Lisbon,BGC,PT,Braganca,Braganca,Braganca Municipality,AP
