code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
LCK,KAID,Sân bay qu?c t? Rickenbacker,40.166668,-85.683334,882,,America/Indiana/Indianapolis,AID,US,Anderson,Indiana,Madison County,AP
CRP,AYAO,Sân bay qu?c t? Corpus Christi,-5.166667,144.66667,4478,,Pacific/Port_Moresby,AIE,PG,,,,AP
DFW,SNAX,Sân bay qu?c t? Dallas-Forth Worth,-22.666668,-50.416668,1804,,America/Sao_Paulo,AIF,BR,Assis,Sao Paulo,Assis,AP
DAY,FEFY,Sân bay qu?c t? Dayton,6.521706,23.2605938,2001,,Africa/Bangui,AIG,CF,,,,AP
DAB,AYAK,Sân bay qu?c t? Daytona Beach,-7.34368705,141.2679197,118,,Pacific/Port_Moresby,AIH,PG,,,,AP
DEN,HDAS,Sân bay qu?c t? Denver,11.15,42.716667,2290,,Africa/Djibouti,AII,DJ,'Ali Sabieh,Ali Sabieh,,AP
DJN,KAIK,Sân bay qu?c t? Whetstone,33.566666,-81.71667,580,,America/New_York,AIK,US,Aiken,South Carolina,Aiken County,AP
DRT,,Sân bay qu?c t? Del Rio,9.25,-78.083336,55,,America/Panama,AIL,PA,Ailigandi,Guna Yala,,AP
DSM,,Sân bay qu?c t? Des Moines,10.2164987,169.9825736,45,,Pacific/Majuro,AIM,MH,,,,AP
DTW,PAWI,Sân bay qu?c t? Detroit,70.63790295,-160.0150279,22,,America/Anchorage,AIN,US,,,,AP
DLH,KAIO,Sân bay qu?c t? Duluth,41.4,-95.01667,1250,,America/Chicago,AIO,US,Atlantic,Iowa,Cass County,AP
EGP,VIAX,Sân bay qu?c t? Qu?n Maverick Memorial,7.266667,168.81667,0,,Pacific/Majuro,AIP,MH,,,,AP
Không,SSOU,Sân bay qu?c t? Nam Texas t?i Edinburg,-10.25,-59.38333,1095,,America/Cuiaba,AIR,BR,,,,AP
ELP,NGTR,Sân bay qu?c t? El Paso,-2.65,176.83333,45,,Pacific/Tarawa,AIS,KI,Kulia Village,Niutao,,AP
ERI,NCAI,Sân bay qu?c t? Erie,-18.8364468,-159.76131,78,,Pacific/Rarotonga,AIT,CK,,,,AP
FAI,NCAT,Sân bay qu?c t? Fairbanks,-20.033333,-158.1,0,,Pacific/Rarotonga,AIU,CK,,,,AP
FAR,KAIV,Sân bay qu?c t? Hector,33.13333,-88.15,269,,America/Chicago,AIV,US,Aliceville,Alabama,Pickens County,AP
FLT,FYAA,Sân bay qu?c t? Bishop,-27.9948193,17.59645141,1998,,Africa/Windhoek,AIW,NA,,,,AP
FLL,,Sân bay qu?c t? Fort Lauderdale – Hollywood,39.3859082,-74.4254622,-3,,America/New_York,AIY,US,,,,AP
RSW,KAIZ,Sân bay qu?c t? Southwest Florida,38.0924572,-92.5535179,889,,America/Chicago,AIZ,US,,,,AP
FWA,LFKJ,Sân bay qu?c t? Fort Wayne,41.91987,8.794013,42,,Europe/Paris,AJA,FR,Ajaccio,Corsica,Departement de la Corse-du-Sud,AP
FTW,OESK,Sân bay qu?c t? Fort Worth Meacham,29.788668,40.101486,2208,,Asia/Riyadh,AJF,SA,Sakaka,Al Jawf,,AP
FAT,LTCO,Sân bay qu?c t? Fresno Yosemite,39.65,43.025,5406,,Europe/Istanbul,AJI,TR,Hamur,Agri,,AP
GGW,GQNJ,Sân bay Glasgow (Hoa K?),19.72837225,-14.37806484,383,,Africa/Nouakchott,AJJ,MR,Akjoujt,Inchiri,,AP
GRR,OIHR,Sân bay qu?c t? Gerald R. Ford,34.13333,49.833332,5429,,Asia/Tehran,AJK,IR,Arak,Markazi,,AP
GTF,VELP,Sân bay qu?c t? Great Falls,23.8407048,92.62105704,1397,http://www.aai.aero/allAirports/lengpui.jsp,Asia/Kolkata,AJL,IN,Sairang,Mizoram,Aizawl,AP
GRB,FMCV,Sân bay qu?c t? Austin Straubel,-12.12890235,44.42886317,101,,Indian/Comoro,AJN,KM,Ouani,Anjouan,,AP
GSO,ESNX,Sân bay qu?c t? Piedmont Triad,65.5920366,19.26458591,1227,,Europe/Stockholm,AJR,SE,Arvidsjaur,Norrbotten,Arvidsjaurs Kommun,AP
GSP,,Sân bay qu?c t? Greenville–Spartanburg,26.833332,-113.666664,226,,America/Mazatlan,AJS,MX,Bahia Asuncion,Baja California Sur,Mulege,AP
GPT,SBAR,Sân bay qu?c t? Gulfport–Biloxi,-10.98281225,-37.07602528,42,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-santa-maria-aracaju/,America/Maceio,AJU,BR,Aracaju,Sergipe,Aracaju,AP
HRL,DRZA,Sân bay qu?c t? Valley,16.96522395,7.997894294,1637,,Africa/Niamey,AJY,NE,Agadez,Agadez,,AP
MDT,ZLAK,Sân bay qu?c t? Harrisburg,32.7081,108.9311505,833,,Asia/Chongqing,AKA,CN,Ankang,Shaanxi,,AP
HNL,PAAK,Sân bay qu?c t? Honolulu,52.22221525,-174.2066819,29,,America/Adak,AKB,US,,,,AP
HUL,KAKR,Sân bay qu?c t? Houlton,41.04,-81.46778,1010,,America/New_York,CAK,US,Sawyerwood,Ohio,Summit County,AP
IAH,VAAK,Sân bay liên l?c ??a George Bush,20.697417,77.06134451,994,,Asia/Kolkata,AKD,IN,Akola,Maharashtra,Akola,AP
HSV,FOGA,Sân bay qu?c t? Huntsville,-1.13967,13.9035997,1354,,Africa/Libreville,AKE,GA,,,,AP
IND,HLKF,Sân bay qu?c t? Indianapolis,24.17807115,23.31398076,1148,,Africa/Tripoli,AKF,LY,Al Jawf,Al Kufrah,,AP
INL,AYGU,Sân bay Falls International,-3.633333,142.01666,918,,Pacific/Port_Moresby,AKG,PG,,,,AP
JAN,OEPS,Sân bay qu?c t? Jackson-Evers,24.063334,47.580555,1568,,Asia/Riyadh,AKH,SA,Ad Dilam,Ar Riyad,,AP
JAX,PFAK,Sân bay qu?c t? Jacksonville,60.9052437,-161.2268225,62,,America/Anchorage,AKI,US,,,,AP
JNU,RJEC,Sân bay qu?c t? Juneau,43.6686785,142.4513869,646,,Asia/Tokyo,AKJ,JP,Asahikawa,Hokkaido,Asahikawa-shi,AP
AZO,PAKH,Sân bay qu?c t? Kalamazoo/Battle Creek,56.944443,-154.16667,0,,America/Anchorage,AKK,US,,,,AP
FCA,NZAA,Sân bay qu?c t? Glacier Park,-37.00889695,174.7912138,29,http://www.auckland-airport.co.nz/,Pacific/Auckland,AKL,NZ,Mangere,Auckland,Auckland,AP
MCI,,Sân bay qu?c t? Thành ph? Kansas,10.8875904,19.8153005,1354,,Africa/Ndjamena,AKM,TD,,,,AP
EYW,PAKN,Sân bay qu?c t? Key West,58.6753166,-156.649387,26,,America/Anchorage,AKN,US,,,,AP
KTN,KAKO,Sân bay qu?c t? Ketchikan,40.17740845,-103.2274355,4655,http://www.co.washington.co.us/airport.htm,America/Denver,AKO,US,Akron,Colorado,Washington County,AP
KOA,PAKP,Sân bay qu?c t? Kona,68.13254385,-151.7456225,2335,,America/Anchorage,AKP,US,,,,AP
CWF,,Sân bay qu?c t? Chennault,-4.616667,105.23333,147,,Asia/Jakarta,AKQ,ID,Menggala,Lampung,,AP
LAN,DNAK,Sân bay qu?c t? Capital Region,7.25,5.083333,958,http://www.faannigeria.org/nigeria-airport.php?airport=21,Africa/Lagos,AKR,NG,Owena,Ondo,,AP
LRD,AGGA,Sân bay qu?c t? Laredo,-8.7042047,160.6817763,42,,Pacific/Guadalcanal,AKS,SB,,,,AP
LRU,LCRA,Sân bay qu?c t? Las Cruces,34.5903698,32.9877483,29,http://www.raf.mod.uk/rafakrotiri/passengerinformation/,Asia/Nicosia,AKT,CY,Kolossi,Larnaka,,AP
LAS,ZWAK,Sân bay qu?c t? McCarran,41.2625,80.291667,3812,,Asia/Shanghai,AKU,CN,,,,AP
LAX,CYKO,Sân bay qu?c t? Los Angeles,60.733334,-78.583336,839,,America/Iqaluit,AKV,CA,,,,AP
SDF,OIAG,Sân bay qu?c t? Louisville,30.74386435,49.67943964,45,,Asia/Tehran,AKW,IR,Omidiyeh,Khuzestan,,AP
LBB,UATT,Sân bay qu?c t? Lubbock Preston Smith,50.249336,57.211403,715,,Asia/Aqtobe,AKX,KZ,Aqtobe,Aqtoebe,,AP
MQT,VYSW,Sân bay qu?c t? Sawyer,20.130278,92.88028,26,,Asia/Rangoon,AKY,MM,,,,AP
MSS,UAAA,Sân bay qu?c t? Massena,43.35568625,77.04258379,2240,,Asia/Almaty,ALA,KZ,Pervomayskiy,Almaty Oblysy,,AP
MFE,KALB,Sân bay qu?c t? McAllen-Miller,42.7457516,-73.8092091,301,http://www.albanyairport.com/,America/New_York,ALB,US,Colonie,New York,Albany County,AP
MFR,LEAL,Sân bay qu?c t? Rogue Valley Medford,38.2888263,-0.5542897,72,http://www.aena.es/csee/Satellite?cid=1049437849176&pagename=subHome&Language=EN_GB&SiteName=ALC&c=Page,Europe/Madrid,ALC,ES,,,,AP
MLB,SPAR,Sân bay qu?c t? Melbourne,-11.683333,-69.333336,859,,America/Lima,ALD,PE,,,,AP
MEL,,,30.416668,-103.75,5055,http://www.ci.alpine.tx.us/airport.shtml,America/Chicago,ALE,US,Alpine,Texas,Brewster County,AP
MEM,ENAT,Sân bay qu?c t? Memphis,69.9771632,23.35951897,6,https://avinor.no/en/airport/alta-airport/,Europe/Oslo,ALF,NO,Alta,Finnmark Fylke,Alta,AP
MIA,DAAG,Sân bay qu?c t? Miami,36.7013497,3.210903183,49,,Africa/Algiers,ALG,DZ,Dar el Beida,Alger,,AP
MKE,YABA,Sân bay qu?c t? General Mitchell,-34.9443954,117.8095889,183,,Australia/Perth,ALH,AU,Albany,Western Australia,Albany,AP
MSP,KALI,Sân bay qu?c t? Minneapolis?Saint Paul,27.75,-98.066666,193,,America/Chicago,ALI,US,Alice,Texas,Jim Wells County,AP
MSO,FAAB,Sân bay qu?c t? Missoula,-28.573333,16.534444,55,,Africa/Johannesburg,ALJ,ZA,,,,AP
MSV,,Sân bay qu?c t? Qu?n Sullivan,7.966667,39.11667,7414,,Africa/Addis_Ababa,ALK,ET,Huruta,Oromiya,,AP
MWH,LIMG,Sân bay qu?c t? Qu?n Grant,44.05,8.216667,59,http://www.rivierairport.it/,Europe/Rome,ALL,IT,Albenga,Liguria,Provincia di Savona,AP
MYR,KALM,Sân bay qu?c t? Myrtle Beach,32.845833,-105.985275,4206,,America/Denver,ALM,US,Boles Acres,New Mexico,Otero County,AP
BNA,KALN,Sân bay qu?c t? Nashville,38.891666,-90.04833,515,,America/Chicago,ALN,US,Bethalto,Illinois,Madison County,AP
MSY,KALO,Sân bay qu?c t? Louis Armstrong New Orleans,42.55611,-92.39972,872,,America/Chicago,ALO,US,Cedar Falls,Iowa,Black Hawk County,AP
JFK,OSAP,Sân bay qu?c t? John F. Kennedy,36.185352,37.227074,1272,http://www.aleppo-airport.com/en/,Asia/Damascus,ALP,SY,Aleppo,Aleppo,,AP
LGA,SSLT,Sân bay LaGuardia,-29.799723,-55.763332,334,,America/Sao_Paulo,ALQ,BR,Alegrete,Rio Grande do Sul,Alegrete,AP
EWR,NZLX,Sân bay qu?c t? Newark Liberty,-45.21389,169.36945,728,,Pacific/Auckland,ALR,NZ,,,,AP
SWF,KALS,Sân bay qu?c t? Stewart,37.43667,-105.86667,7519,https://www.sanluisvalleyairport.org/,America/Denver,ALS,US,Alamosa,Colorado,Alamosa County,AP
PHF,SDWQ,Sân bay qu?c t? Newport News/Williamsburg,-1.933333,-54.766666,3,,America/Santarem,ALT,BR,Alenquer,Para,Alenquer,AP
IAG,HCMA,Sân bay qu?c t? Niagara Falls,11.966667,50.8,22,,Africa/Mogadishu,ALU,SO,Bereeda,Bari,,AP
ORF,KALW,Sân bay qu?c t? Norfolk,46.0940857,-118.2911423,1138,,America/Los_Angeles,ALW,US,Walla Walla East,Washington,Walla Walla County,AP
CHS,KALX,Sân bay qu?c t? Charleston,32.91343435,-85.96246743,367,,America/Chicago,ALX,US,Alexander City,Alabama,Tallapoosa County,AP
OAK,HEAX,Sân bay qu?c t? Oakland,31.192545,29.953058,32,,Africa/Cairo,ALY,EG,,,,AP
OGS,,Sân bay qu?c t? Ogdensburg,56.895832,-154.24583,0,,America/Anchorage,ALZ,US,,,,AP
ONT,KAMA,Sân bay qu?c t? LA/Ontario,35.21959415,-101.7018304,3605,http://airport.amarillo.gov/,America/Chicago,AMA,US,,,,AP
MCO,FMNE,Sân bay qu?c t? Orlando,-13.1865961,48.9876126,68,,Indian/Antananarivo,AMB,MG,Ambilobe,Diana,,AP
PSP,FTTN,Sân bay qu?c t? Palm Springs,11.0350134,20.27470129,1456,,Africa/Ndjamena,AMC,TD,Am Timan,Salamat,,AP
ECP,VAAH,Sân bay qu?c t? Tây B?c Florida Beaches,23.0855562,72.6305442,209,,Asia/Kolkata,AMD,IN,Naroda,Gujarat,Ahmadabad,AP
PNS,,Sân bay qu?c t? Pensacola,-15.833333,37.583332,1784,,Africa/Maputo,AME,MZ,,,,AP
PIA,AYAA,Sân bay qu?c t? General Wayne A. Downing Peoria,-4.166667,141.66667,157,,Pacific/Port_Moresby,AMF,PG,,,,AP
PHL,,Sân bay qu?c t? Philadelphia,-4.616667,143.7,183,,Pacific/Port_Moresby,AMG,PG,,,,AP
PHX,HAAM,Sân bay qu?c t? Phoenix Sky Harbor,6.036111,37.576942,3914,,Africa/Addis_Ababa,AMH,ET,Arba Minch',"Southern Nations, Nationalities, and People's Region",,AP
PIT,WADA,Sân bay qu?c t? Pittsburgh,-8.5618359,116.1022297,59,,Asia/Makassar,AMI,ID,Mataram,West Nusa Tenggara,,AP
PBG,SNAR,Sân bay qu?c t? Plattsburgh,-16.183332,-40.683334,593,,America/Sao_Paulo,AMJ,BR,Almenara,Minas Gerais,Almenara,AP
PTK,,Sân bay qu?c t? Qu?n Oakland,37.15,-107.75,6637,http://www.websmart66.net/cgi-bin/p/w66p-airportinfo.cgi?d=greggs-flying-service,America/Denver,DRO,US,,,,AP
CLM,,Sân bay qu?c t? William R. Fairchild,8.266667,-82.86667,55,,America/Panama,AML,PA,Puerto Armuelles,Chiriqui,,AP
PHN,OJAI,Sân bay qu?c t? Qu?n St. Clair,31.7241013,35.99544021,2332,,Asia/Amman,AMM,JO,Al Jizah,Amman,,AP
PWM,KAMN,"Sân bay qu?c t? Portland, Maine",43.38333,-84.65,751,http://www.ci.alma.mi.us/1/307/airport.asp,America/Detroit,AMN,US,Alma,Michigan,Gratiot County,AP
PDX,FTTU,Sân bay qu?c t? Portland,14.116667,15.316667,1049,,Africa/Ndjamena,AMO,TD,Mao,Kanem,,AP
PSM,FMSY,Sân bay qu?c t? Portsmouth Pease,-24.6996994,44.7341995,725,,Indian/Antananarivo,AMP,MG,Ampanihy,Atsimo-Andrefana,,AP
TWD,WAPP,Sân bay qu?c t? Qu?n Jefferson,-3.71111525,128.0878877,49,,Asia/Jayapura,AMQ,ID,Amahusu,Maluku,,AP
PVD,,Sân bay T. F. Green,7.033333,171.23334,0,,Pacific/Majuro,AMR,MH,,,,AP
MLI,EHAM,Sân bay qu?c t? Quad City,52.32697895,4.7415052,36,http://www.schiphol.nl/,Europe/Amsterdam,AMS,NL,Aalsmeer,North Holland,Gemeente Aalsmeer,AP
RDU,YAMT,Sân bay qu?c t? Raleigh-Durham,-26.766666,132.03334,1748,,Australia/Adelaide,AMT,AU,,,,AP
RNO,AYAM,Sân bay qu?c t? Reno-Tahoe,-3.516667,141.15,1112,,Pacific/Port_Moresby,AMU,PG,,,,AP
RIC,ULDD,Sân bay qu?c t? Richmond,69.7634173,61.56749324,13,,Europe/Moscow,AMV,RU,Vorgashor,Komi Republic,,AP
RST,KAMW,Sân bay qu?c t? Rochester,41.9903107,-93.62215445,908,,America/Chicago,AMW,US,Ames,Iowa,Story County,AP
ROC,YAMM,Sân bay qu?c t? Greater Rochester,-21.7383003,135.2420044,1259,,Australia/Darwin,AMX,AU,,,,AP
SMF,,Sân bay qu?c t? Sacramento,-17.683332,45.666668,938,,Indian/Antananarivo,AMY,MG,,,,AP
MBS,NZAR,Sân bay qu?c t? MBS,-37.033333,174.96666,62,http://www.nzar.co.nz/,Pacific/Auckland,AMZ,NZ,Red Hill,Auckland,Auckland,AP
SLC,HKOM,Sân bay qu?c t? Thành ph? Salt Lake,33.816666,-117.933334,121,,America/Los_Angeles,ANA,US,Anaheim,California,Orange County,AP
SAT,KANB,Sân bay qu?c t? San Antonio,33.59028,-85.855835,626,,America/Chicago,ANB,US,Oxford,Alabama,Calhoun County,AP
SAN,PANC,Sân bay qu?c t? San Diego,61.18103525,-149.9978919,62,,America/Anchorage,ANC,US,,,,AP
SFO,KAND,Sân bay qu?c t? San Francisco,34.49361,-82.71,728,,America/New_York,AND,US,Centerville,South Carolina,Anderson County,AP
SJC,LFJR,Sân bay qu?c t? San Jose,47.466667,-0.55,144,,Europe/Paris,ANE,FR,,,,AP
SNA,SCFA,Sân bay John Wayne,-23.4523757,-70.43973434,347,,America/Santiago,ANF,CL,Antofagasta,Antofagasta,Provincia de Antofagasta,AP
SRQ,LFBU,Sân bay qu?c t? Sarasota–Bradenton,45.733334,0.216667,396,,Europe/Paris,ANG,FR,Champniers,Poitou-Charentes,Departement de la Charente,AP
CIU,,Sân bay qu?c t? Qu?n Chippewa,-8.983333,160.5,0,,Pacific/Guadalcanal,ANH,SB,,,,AP
SAV,PANI,Sân bay qu?c t? Savannah/Hilton Head,61.5813889,-159.5427778,49,,America/Anchorage,ANI,US,,,,AP
SEA,FCBZ,Sân bay qu?c t? Seattle-Tacoma,-2.8474064,13.8214267,1863,,Africa/Brazzaville,ANJ,CG,,,,AP
GEG,LTAD,Sân bay qu?c t? Spokane,39.9517942,32.68941441,2627,,Europe/Istanbul,ANK,TR,Batikent,Ankara,,AP
STL,,Sân bay qu?c t? Lambert-St. Louis,-11.25,17.25,4675,,Africa/Luanda,ANL,AO,Camacupa,Bie,,AP
PIE,FMNH,Sân bay qu?c t? St. Petersburg–Clearwater,-14.9990678,50.3182525,26,,Indian/Antananarivo,ANM,MG,Antalaha,Sava,,AP
Không,PANT,Sân bay qu?c t? Coutts/Ross,55.0415764,-131.5646265,78,,America/Metlakatla,ANN,US,,,,AP
SYR,FQAG,Sân bay qu?c t? Syracuse Hancock,-16.18367445,39.94441129,124,,Africa/Maputo,ANO,MZ,,,,AP
TPA,KANP,Sân bay qu?c t? Tampa,38.983334,-76.5,29,,America/New_York,ANP,US,Annapolis,Maryland,Anne Arundel County,AP
TOL,KANQ,Sân bay Toledo Express,41.63333,-85,1053,,America/Indiana/Indianapolis,ANQ,US,Angola,Indiana,Steuben County,AP
TUS,EBAW,Sân bay qu?c t? Tucson,51.1881429,4.463473861,29,http://www.antwerp-airport.be/,Europe/Brussels,ANR,BE,Mortsel,Flanders,Provincie Antwerpen,AP
TUL,SPHY,Sân bay qu?c t? Tulsa,-13.709079,-73.35160446,11581,,America/Lima,ANS,PE,San Jeronimo,Apurimac,Provincia de Andahuaylas,AP
IAD,,Sân bay qu?c t? Washington Dulles,47.15,10.283333,5672,,Europe/Vienna,ANT,AT,Sankt Anton am Arlberg,Tyrol,Politischer Bezirk Landeck,AP
ART,TAPA,Sân bay qu?c t? Watertown,17.13578595,-61.79381928,42,,America/Antigua,ANU,AG,Parham,Saint Peter,,AP
PBI,PANV,Sân bay qu?c t? Palm Beach,62.6451092,-160.1932999,265,,America/Anchorage,ANV,US,,,,AP
AVP,KANW,Sân bay qu?c t? Wilkes-Barre/Scranton,42.55,-99.86667,2513,,America/Chicago,ANW,US,Ainsworth,Nebraska,Brown County,AP
ILM,ENAN,Sân bay qu?c t? Wilmington,69.29132535,16.13968095,26,https://avinor.no/en/airport/andoya-airport/,Europe/Oslo,ANX,NO,Andenes,Nordland,Andoy,AP
BDL,KANY,Sân bay qu?c t? Bradley,37.15,-98.03333,1335,,America/Chicago,ANY,US,Anthony,Kansas,Harper County,AP
YUM,,Sân bay qu?c t? Yuma,-25.083332,132.16667,1656,,Australia/Darwin,ANZ,AU,,,,AP
ACA,,Sân bay qu?c t? Acapulco,-9.05,146.8,29,,Pacific/Port_Moresby,AOA,PG,,,,AP
AGU,,Sân bay qu?c t? Lic. Jesús Terán Peredo,-4.916667,144.65,150,,Pacific/Port_Moresby,AOB,PG,,,,AP
CSL,EDAC,Sân bay qu?c t? Cabo San Lucas,50.98321195,12.50986326,662,http://www.leipzig-altenburg-airport.de/,Europe/Berlin,AOC,DE,Altenburg,Thuringia,,AP
CPE,,Sân bay qu?c t? Ing. Alberto Acuña Ongay,11.4637088,19.2874812,1578,,Africa/Ndjamena,AOD,TD,,,,AP
CUN,LTBY,Sân bay qu?c t? Cancún,39.81,30.519444,2595,,Europe/Istanbul,ESK,TR,,,,AP
CUU,ZYAS,Sân bay qu?c t? General Roberto Fierro Villalobos,41.166668,123.03333,82,,Asia/Shanghai,AOG,CN,Anshan,Liaoning,Anshan Shi,AP
CME,KAOH,Sân bay qu?c t? Ciudad del Carmen,40.766666,-84.1,879,,America/New_York,AOH,US,Lima,Ohio,Allen County,AP
CZM,LIPY,Sân bay qu?c t? Cozumel,43.61716225,13.36485803,39,http://www.aeroportomarche.com/index.php?lang=english,Europe/Rome,AOI,IT,Falconara Marittima,The Marches,Provincia di Ancona,AP
CUL,RJSA,Sân bay qu?c t? Bachigualato Federal,40.7340525,140.689686,652,,Asia/Tokyo,AOJ,JP,,,,AP
DGO,LGKP,Sân bay qu?c t? General Guadalupe Victoria,35.42109615,27.14533345,29,,Europe/Athens,AOK,GR,Karpathos,South Aegean,Nomos Dodekanisou,AP
GDL,SARL,Sân bay qu?c t? Guadalajara,-29.68922305,-57.15101499,219,,America/Argentina/Cordoba,AOL,AR,Paso de los Libres,Corrientes,Departamento de Paso de los Libres,AP
HUX,OOAD,Sân bay qu?c t? Bahías de Huatulco,22.48980955,57.39154873,1049,,Asia/Muscat,AOM,OM,,,,AP
ZIH,,Sân bay qu?c t? Ixtapa-Zihuatanejo,-6.333333,146,4481,,Pacific/Port_Moresby,AON,PG,,,,AP
BJX,KAOO,Sân bay qu?c t? Del Bajío,40.29686675,-78.32117438,1469,,America/New_York,AOO,US,Martinsburg,Pennsylvania,Blair County,AP
LTO,SPAS,Sân bay qu?c t? Loreto,-2.7952148,-76.46820104,702,,America/Lima,AOP,PE,Alianza Cristiana,Loreto,Datem Del Maranon,AP
ZLO,WMKA,Sân bay qu?c t? Playa de Oro,6.1893478,100.3972145,19,,Asia/Kuala_Lumpur,AOR,MY,Jitra,Kedah,,AP
MZT,AK81,Sân bay qu?c t? General Rafael Buelna,57.4705133,-153.8166725,9,,America/Anchorage,AOS,US,,,,AP
MID,LIMW,Sân bay qu?c t? Manuel Crescencio Rejón,45.738779,7.368228953,1774,http://www.avda-aosta.it/,Europe/Rome,AOT,IT,Chef-Lieu,Aosta Valley,Valle d'Aosta,AP
MEX,VLAP,Sân bay qu?c t? Thành ph? Mexico,14.8,106.833336,288,,Asia/Vientiane,AOU,LA,Attapu,Attapu,,AP
MTY,KAPA,Sân bay qu?c t? Monterrey,39.733334,-104.98333,5285,,America/Denver,DEN,US,,,,AP
MLM,SLAP,Sân bay qu?c t? Francisco J. Mujica,-14.716667,-68.51667,5282,,America/La_Paz,APB,BO,Mapiri,La Paz,,AP
OAX,KAPC,Sân bay qu?c t? Xoxocotlán,38.216488,-122.2765713,32,http://www.napacountyairport.org/,America/Los_Angeles,APC,US,American Canyon,California,Napa County,AP
PBC,,Sân bay qu?c t? Puebla,-4.46021,120.30683,79,,Asia/Jakarta,APD,ID,,,,AP
PVR,SPAO,Sân bay qu?c t? Licenciado Gustavo Díaz Ordaz,-11.933333,-69.083336,866,,America/Lima,APE,PE,,,,AP
SLW,KAPF,Sân bay qu?c t? Plan de Guadalupe,26.1523225,-81.77394138,29,,America/New_York,APF,US,Naples,Florida,Collier County,AP
SJD,KAPG,Sân bay qu?c t? Los Cabos,39.5,-76.166664,72,,America/New_York,APG,US,Aberdeen,Maryland,Harford County,AP
SLP,KAPH,Sân bay qu?c t? Ponciano Arriaga,38.05,-77.35,173,,America/New_York,APH,US,Bowling Green,Virginia,Caroline County,AP
QRO,SKAP,Sân bay qu?c t? Querétaro,4.06889,-73.051903,580,,America/Bogota,API,CO,Puerto Lopez,Meta,,AP
TAM,ZUPL,Sân bay qu?c t? General Francisco Javier Mina,30.3975,81.138611,13944,,Asia/Shanghai,APJ,CN,Burang,Ngari Prefecture,Burang County,AP
TIJ,NTGD,Sân bay qu?c t? Tijuana,-15.416667,-146.08333,0,,Pacific/Tahiti,APK,PF,,,,AP
TLC,FQNP,Sân bay qu?c t? Toluca,-15.101667,39.287224,1338,,Africa/Maputo,APL,MZ,Nampula,Nampula,,AP
TGZ,KAPN,Sân bay qu?c t? Angel Albino Corzo,45.07017615,-83.56655477,708,,America/Detroit,APN,US,Alpena,Michigan,Alpena County,AP
TRC,SKLC,Sân bay qu?c t? Francisco Sarabia,7.817678,-76.71766,72,,America/Bogota,APO,CO,Carepa,Antioquia,,AP
VER,,Sân bay qu?c t? General Heriberto Jara,-8.97966935,148.1030075,1876,,Pacific/Port_Moresby,APP,PG,,,,AP
VSA,SNAL,Sân bay qu?c t? Carlos Rovirosa Pérez,-9.7765662,-36.62984999,839,,America/Maceio,APQ,BR,Arapiraca,Alagoas,Arapiraca,AP
FSP,AYPE,Sân bay Saint-Pierre,-8.5,145,0,,Pacific/Port_Moresby,APR,PG,,,,AP
MQC,SWNS,Sân bay Miquelon,-16.333332,-48.966667,3280,,America/Sao_Paulo,APS,BR,Anapolis,Goias,Anapolis,AP
BZE,KAPT,Sân bay qu?c t? Philip S. W. Goldson,35.066666,-85.5,1637,,America/Chicago,APT,US,Powells Crossroads,Tennessee,Marion County,AP
LIR,SSAP,Sân bay qu?c t? Daniel Oduber Quirós,-23.55,-51.483334,2408,,America/Sao_Paulo,APU,BR,,,,AP
SJO,KAPV,Sân bay qu?c t? Juan Santamaría,34.52639,-117.212776,2910,,America/Los_Angeles,APV,US,Apple Valley,California,San Bernardino County,AP
SAL,NSFA,Sân bay qu?c t? El Salvador,-13.832271,-171.999494,45,,Pacific/Apia,APW,WS,Satapuala,A'ana,,AP
FRS,SSOG,Sân bay qu?c t? Mundo Maya,-23.483334,-51.466667,2309,,America/Sao_Paulo,APX,BR,Apucarana,Parana,Apucarana,AP
GUA,SNAI,Sân bay qu?c t? La Aurora,-9.133333,-45.933334,941,,America/Fortaleza,APY,BR,Morros,Maranhao,Alto Parnaiba,AP
LCE,SAHZ,Sân bay qu?c t? Golosón,-38.916668,-70.083336,3339,,America/Argentina/Salta,APZ,AR,Zapala,Neuquen,Departamento de Zapala,AP
RTB,SBAQ,Sân bay qu?c t? Juan Manuel Gálvez,-21.816668,-48.13333,2322,http://www.daesp.sp.gov.br/aeroporto-estadual-de-araraquara-bartolomeu-de-gusmao/,America/Sao_Paulo,AQA,BR,Araraquara,Sao Paulo,Araraquara,AP
SAP,MGQC,Sân bay qu?c t? Ramón Villeda Morales,15.01,-91.15,6620,,America/Guatemala,AQB,GT,Santa Cruz del Quiche,Quiche,,AP
TGU,ZSAQ,Sân bay qu?c t? Toncontín,30.5859116,117.0561799,45,,Asia/Shanghai,AQG,CN,Anqing,Anhui Sheng,,AP
MGA,OEPA,Sân bay qu?c t? Augusto C. Sandino,28.3342381,46.1219356,1181,,Asia/Riyadh,AQI,SA,Al Qaysumah,Eastern Province,,AP
BEF,OJAQ,Sân bay Bluefields,29.6101427,35.01904,154,,Asia/Amman,AQJ,JO,Aqaba,Aqaba,,AP
RNI,SJOG,Sân bay Corn Island,-9.933333,-63.066666,334,,America/Porto_Velho,AQM,BR,Ariquemes,Rondonia,Ariquemes,AP
